"host_id","guest_id","listing_id","rating_id","review_date","total_rating","communication_rating","cleanliness_rating","location_rating","checkin_rating"
167,167,167,4,"2021-08-27",4,3,3,1,4
168,168,168,4,"2020-08-15",5,5,2,4,2
169,169,169,5,"2019-09-30",3,5,2,5,5
170,170,170,4,"2022-01-03",1,4,3,5,3
171,171,171,3,"2024-01-02",3,3,3,5,5
172,172,172,4,"2023-04-10",3,2,3,5,1
173,173,173,2,"2023-01-11",1,1,1,4,5
174,174,174,2,"2019-11-17",1,4,4,3,5
175,175,175,4,"2023-02-08",2,3,3,1,1
176,176,176,1,"2019-06-10",2,5,1,5,3
177,177,177,2,"2022-06-22",2,5,4,4,1
178,178,178,1,"2020-03-23",4,1,5,4,5
179,179,179,3,"2020-06-04",2,5,4,4,3
180,180,180,5,"2022-02-24",2,4,4,4,3
181,181,181,1,"2020-02-02",4,5,2,5,3
182,182,182,4,"2024-01-03",5,3,2,5,5
183,183,183,5,"2021-05-16",4,3,2,1,4
184,184,184,1,"2021-09-16",3,1,5,5,2
185,185,185,1,"2019-07-31",2,1,1,3,5
186,186,186,3,"2021-06-12",2,4,3,2,2
187,187,187,2,"2023-04-10",2,4,3,3,4
188,188,188,1,"2021-04-25",3,3,3,2,4
189,189,189,1,"2021-09-06",5,5,2,3,4
190,190,190,1,"2019-09-21",3,3,1,4,1
191,191,191,3,"2019-12-11",2,2,3,3,5
192,192,192,1,"2024-01-02",3,3,2,3,5
193,193,193,5,"2020-06-30",5,4,5,2,5
194,194,194,2,"2020-09-17",1,3,1,1,5
195,195,195,5,"2023-06-24",2,5,1,2,1
196,196,196,4,"2020-01-09",4,2,5,2,3
197,197,197,2,"2023-09-04",4,1,4,1,4
198,198,198,1,"2019-10-02",5,4,1,2,5
199,199,199,4,"2021-04-11",2,4,2,4,3
200,200,200,4,"2022-08-30",4,4,5,4,2
201,201,201,3,"2022-01-07",1,5,5,4,5
202,202,202,5,"2021-05-03",1,1,2,4,2
203,203,203,3,"2022-11-11",1,5,4,4,1
204,204,204,3,"2023-03-30",1,5,1,3,1
205,205,205,2,"2019-05-10",5,1,2,4,2
206,206,206,5,"2023-05-12",2,2,1,1,1
207,207,207,1,"2022-02-01",5,2,1,1,1
208,208,208,2,"2023-11-28",3,4,3,1,4
209,209,209,5,"2019-11-06",2,4,4,4,3
210,210,210,5,"2020-08-27",3,5,1,3,1
211,211,211,4,"2022-08-20",4,5,4,1,1
212,212,212,3,"2023-11-04",1,5,2,3,4
213,213,213,2,"2021-03-29",1,2,3,1,2
214,214,214,1,"2020-01-27",2,4,4,2,5
215,215,215,2,"2019-10-19",4,5,2,1,3
216,216,216,1,"2023-05-31",2,3,4,3,3
217,217,217,3,"2023-01-08",3,1,5,2,2
218,218,218,2,"2019-06-10",5,4,4,2,4
219,219,219,3,"2019-05-19",3,4,5,1,4
220,220,220,3,"2023-02-10",1,2,1,4,1
221,221,221,2,"2022-10-11",1,1,4,5,4
222,222,222,2,"2020-01-13",4,3,3,2,1
223,223,223,2,"2023-07-09",4,2,2,3,3
224,224,224,1,"2023-01-04",5,5,3,3,5
225,225,225,5,"2019-05-16",1,5,4,4,3
226,226,226,4,"2022-06-07",4,5,5,5,3
227,227,227,4,"2021-02-04",3,2,4,1,4
228,228,228,4,"2021-09-09",3,3,1,1,1
229,229,229,3,"2023-08-19",5,5,2,4,2
230,230,230,4,"2022-12-25",4,2,5,2,5
231,231,231,5,"2022-09-12",4,5,2,3,2
232,232,232,5,"2021-11-08",1,3,5,4,1
233,233,233,4,"2020-01-23",1,1,1,4,1
234,234,234,5,"2019-06-04",3,5,2,1,3
235,235,235,5,"2021-03-10",2,2,1,1,3
236,236,236,5,"2021-11-22",3,4,1,1,2
237,237,237,1,"2020-06-15",2,1,1,3,2
238,238,238,2,"2019-06-30",2,3,2,1,1
239,239,239,2,"2020-11-27",4,3,5,1,5
240,240,240,5,"2022-04-30",1,3,3,4,3
241,241,241,4,"2023-12-29",2,2,1,4,5
242,242,242,3,"2019-06-12",4,1,4,4,2
243,243,243,3,"2023-02-24",4,5,4,5,4
244,244,244,2,"2020-03-11",4,4,2,3,3
245,245,245,2,"2022-05-18",5,2,3,1,2
246,246,246,4,"2021-11-29",1,1,1,1,4
247,247,247,4,"2020-09-22",5,5,2,3,4
248,248,248,3,"2019-06-12",1,2,4,5,4
249,249,249,2,"2023-04-26",1,2,1,2,2
250,250,250,2,"2023-10-11",2,3,2,2,2
251,251,251,5,"2020-09-23",5,1,5,1,2
252,252,252,1,"2020-04-12",3,2,3,5,4
253,253,253,2,"2021-06-24",5,2,2,2,4
254,254,254,1,"2023-10-13",1,1,2,1,4
255,255,255,2,"2022-03-05",5,1,5,1,5
256,256,256,4,"2021-07-27",1,5,4,1,5
257,257,257,4,"2022-12-19",1,2,4,2,2
258,258,258,3,"2021-05-07",4,1,1,5,3
259,259,259,3,"2019-04-06",1,5,1,4,5
260,260,260,4,"2019-10-26",4,2,3,1,3
261,261,261,2,"2019-04-22",1,2,3,3,3
262,262,262,1,"2020-04-02",2,1,3,1,2
263,263,263,5,"2023-02-10",3,3,4,3,5
264,264,264,1,"2023-07-01",4,1,3,5,5
265,265,265,4,"2022-09-04",5,2,2,3,3
266,266,266,3,"2023-10-23",1,2,1,4,2
267,267,267,1,"2021-02-23",3,1,4,5,1
268,268,268,3,"2019-08-14",5,1,1,4,5
269,269,269,2,"2019-10-24",4,2,3,2,5
270,270,270,3,"2021-07-22",5,4,1,3,5
271,271,271,4,"2022-08-29",1,3,1,5,4
272,272,272,4,"2020-03-17",5,1,5,3,5
273,273,273,4,"2021-08-26",1,4,4,5,1
274,274,274,3,"2020-08-22",5,3,1,1,4
275,275,275,5,"2020-11-19",2,4,4,3,2
276,276,276,1,"2020-04-29",5,1,2,2,5
277,277,277,1,"2021-03-14",5,4,5,5,4
278,278,278,5,"2021-05-15",4,5,4,1,5
279,279,279,4,"2020-10-13",5,1,1,3,4
280,280,280,1,"2019-04-30",5,4,5,2,1
281,281,281,5,"2021-01-04",5,1,2,3,5
282,282,282,1,"2024-02-10",1,5,4,2,3
283,283,283,2,"2019-08-10",4,3,3,1,5
284,284,284,2,"2023-08-03",2,1,1,2,5
285,285,285,2,"2022-07-04",1,3,4,3,2
286,286,286,3,"2020-08-09",2,4,1,5,5
287,287,287,4,"2019-07-12",5,3,2,4,4
288,288,288,3,"2023-04-08",3,4,5,2,4
289,289,289,4,"2020-12-16",1,1,1,1,2
290,290,290,5,"2020-11-21",3,3,2,1,2
291,291,291,3,"2021-07-21",5,3,2,1,2
292,292,292,2,"2021-03-26",3,2,3,2,3
293,293,293,3,"2020-05-15",4,2,4,2,4
294,294,294,1,"2022-04-27",2,3,5,4,4
295,295,295,1,"2021-11-12",5,5,3,3,4
296,296,296,5,"2020-06-27",4,3,5,1,5
297,297,297,1,"2023-09-13",3,5,4,2,5
298,298,298,5,"2022-09-06",4,4,2,3,4
299,299,299,1,"2023-10-20",2,3,3,5,4
300,300,300,2,"2022-01-23",5,2,5,1,1
301,301,301,4,"2022-06-30",2,2,5,1,1
302,302,302,4,"2023-07-14",1,4,1,5,5
303,303,303,2,"2022-08-31",1,5,5,2,5
304,304,304,3,"2019-03-22",4,5,5,3,4
305,305,305,1,"2020-06-23",4,3,4,4,5
306,306,306,3,"2022-02-19",2,2,3,2,3
307,307,307,4,"2019-08-21",2,1,4,3,3
308,308,308,2,"2020-04-12",4,5,2,2,1
309,309,309,1,"2021-08-17",2,4,3,3,2
310,310,310,5,"2019-05-11",2,2,1,3,5
311,311,311,3,"2021-07-20",4,4,5,3,2
312,312,312,2,"2020-11-07",1,1,2,3,5
313,313,313,2,"2020-06-11",4,5,5,3,1
314,314,314,3,"2021-08-04",4,1,3,2,3
315,315,315,1,"2019-12-13",2,3,1,5,1
316,316,316,1,"2020-01-28",5,4,5,4,4
317,317,317,5,"2019-11-02",4,3,5,3,4
318,318,318,5,"2021-08-15",2,2,3,2,4
319,319,319,5,"2019-06-26",5,3,3,4,3
320,320,320,1,"2023-06-17",2,1,1,2,1
321,321,321,2,"2023-12-09",2,5,1,4,3
322,322,322,5,"2022-11-17",1,4,3,3,3
323,323,323,5,"2020-08-29",3,1,5,5,3
324,324,324,5,"2023-12-21",1,1,2,4,2
325,325,325,1,"2020-04-07",3,3,4,3,2
326,326,326,1,"2019-10-19",4,2,4,4,3
327,327,327,3,"2023-01-16",2,2,3,2,5
328,328,328,4,"2021-08-14",5,1,3,2,4
329,329,329,3,"2021-02-09",4,1,2,5,3
330,330,330,2,"2021-09-08",3,4,4,1,4
331,331,331,2,"2019-07-02",3,3,1,2,5
332,332,332,5,"2020-09-18",5,1,1,3,1
333,333,333,4,"2023-01-17",1,3,1,2,1
334,334,334,2,"2023-12-17",5,5,4,3,4
335,335,335,3,"2020-02-01",2,2,4,3,4
336,336,336,1,"2019-10-26",2,3,3,5,1
337,337,337,1,"2022-09-03",2,3,4,2,2
338,338,338,4,"2019-08-15",5,3,3,2,4
339,339,339,3,"2022-11-13",5,3,3,4,5
340,340,340,1,"2020-07-25",1,4,3,1,2
341,341,341,2,"2021-12-25",1,1,2,2,3
342,342,342,5,"2019-12-04",2,1,3,1,2
343,343,343,1,"2023-03-18",4,2,1,5,4
344,344,344,3,"2020-07-23",5,2,5,3,2
345,345,345,1,"2023-09-08",4,1,5,5,1
346,346,346,1,"2021-01-16",2,2,1,2,4
347,347,347,5,"2023-02-12",3,4,1,1,2
348,348,348,2,"2022-04-26",3,1,3,5,4
349,349,349,4,"2022-02-10",3,2,5,3,3
350,350,350,2,"2023-08-30",4,3,2,1,2
351,351,351,1,"2020-07-01",1,4,3,3,4
352,352,352,1,"2023-01-16",3,4,5,4,4
353,353,353,1,"2020-09-22",4,2,5,3,2
354,354,354,1,"2020-04-28",3,5,5,1,4
355,355,355,4,"2019-06-22",5,4,4,4,3
356,356,356,2,"2019-10-28",2,5,1,5,5
357,357,357,2,"2020-09-27",5,4,3,4,3
358,358,358,4,"2020-10-18",3,5,4,5,2
359,359,359,1,"2019-11-16",2,4,3,2,2
360,360,360,1,"2022-10-04",5,4,1,5,2
361,361,361,4,"2021-11-14",1,4,4,5,2
362,362,362,1,"2020-08-13",1,5,1,2,3
363,363,363,4,"2023-02-26",5,2,2,5,3
364,364,364,5,"2021-04-27",1,3,3,3,1
365,365,365,4,"2020-05-16",4,4,2,3,5
366,366,366,4,"2023-11-05",1,2,4,5,2
367,367,367,4,"2023-02-11",2,4,5,1,5
368,368,368,1,"2020-05-21",4,2,5,2,3
369,369,369,5,"2023-03-09",4,4,1,3,5
370,370,370,3,"2020-03-22",2,5,4,5,5
371,371,371,4,"2023-01-08",4,3,2,5,4
372,372,372,5,"2021-05-01",3,2,3,5,4
373,373,373,5,"2019-03-23",1,2,3,4,2
374,374,374,2,"2020-04-01",2,4,4,3,2
375,375,375,2,"2022-11-06",2,1,4,2,4
376,376,376,1,"2022-10-09",5,2,4,4,5
377,377,377,3,"2023-02-20",1,4,5,1,3
378,378,378,3,"2023-03-23",3,1,5,2,4
379,379,379,3,"2021-04-07",3,2,2,3,2
380,380,380,3,"2021-08-05",3,4,3,1,2
381,381,381,3,"2019-05-20",1,5,4,2,2
382,382,382,2,"2021-11-02",2,4,1,2,5
383,383,383,2,"2021-08-31",3,4,3,1,5
384,384,384,5,"2021-01-26",1,1,5,5,4
385,385,385,2,"2022-01-12",1,5,2,5,2
386,386,386,1,"2021-06-20",1,3,1,4,2
387,387,387,2,"2022-01-17",5,4,5,4,2
388,388,388,5,"2021-10-23",1,4,3,3,3
389,389,389,3,"2019-03-06",5,2,1,2,3
390,390,390,1,"2022-01-18",1,4,4,5,4
391,391,391,2,"2020-12-22",3,2,3,4,1
392,392,392,4,"2020-11-08",2,3,4,1,2
393,393,393,3,"2023-12-25",4,4,1,4,3
394,394,394,5,"2022-03-29",4,4,1,4,3
395,395,395,4,"2023-11-30",2,3,2,2,4
396,396,396,2,"2021-04-28",4,4,4,1,2
397,397,397,5,"2023-08-19",1,5,4,3,2
398,398,398,2,"2020-09-19",3,2,4,5,5
399,399,399,3,"2022-11-21",4,3,3,2,1
400,400,400,3,"2022-11-21",3,4,3,1,1
401,401,401,4,"2019-07-16",4,3,4,1,4
402,402,402,1,"2021-09-01",5,3,3,5,2
403,403,403,3,"2021-01-12",1,5,5,2,3
404,404,404,2,"2022-08-23",5,5,1,3,4
405,405,405,3,"2022-01-12",5,2,4,5,5
406,406,406,3,"2019-08-04",3,1,5,4,3
407,407,407,2,"2021-05-04",3,1,1,3,3
408,408,408,4,"2021-04-26",2,2,2,5,3
409,409,409,3,"2019-11-07",5,2,2,4,4
410,410,410,4,"2021-04-25",2,4,3,5,2
411,411,411,5,"2021-10-26",4,5,1,2,5
412,412,412,2,"2021-02-07",4,3,5,2,4
413,413,413,1,"2022-07-23",5,4,2,1,5
414,414,414,1,"2019-08-07",5,3,3,2,5
415,415,415,1,"2023-07-10",5,2,1,4,4
416,416,416,2,"2023-07-17",5,5,5,5,3
417,417,417,1,"2023-05-22",3,5,5,5,5
418,418,418,2,"2021-08-11",2,2,4,1,4
419,419,419,2,"2020-03-16",1,3,5,1,1
420,420,420,1,"2019-10-25",1,1,1,2,5
421,421,421,1,"2021-04-22",5,1,2,2,2
422,422,422,5,"2019-03-19",5,4,2,4,3
423,423,423,2,"2022-07-22",3,1,3,5,2
424,424,424,1,"2019-07-08",4,3,2,5,2
425,425,425,4,"2023-11-06",5,1,3,2,4
426,426,426,2,"2019-10-30",1,4,4,1,3
427,427,427,4,"2022-12-20",3,3,3,4,3
428,428,428,2,"2022-12-28",1,5,3,5,5
429,429,429,4,"2020-06-04",1,2,4,5,4
430,430,430,5,"2021-09-24",1,3,1,5,4
431,431,431,1,"2021-08-10",5,4,4,4,3
432,432,432,5,"2019-07-20",3,4,3,3,4
433,433,433,2,"2022-07-23",4,3,5,2,2
434,434,434,4,"2020-06-30",4,2,2,4,5
435,435,435,4,"2022-04-04",4,1,1,1,2
436,436,436,2,"2022-10-11",5,2,4,4,5
437,437,437,3,"2021-10-18",1,1,3,4,2
438,438,438,1,"2019-03-13",4,1,5,3,5
439,439,439,5,"2019-04-20",4,5,5,4,3
440,440,440,4,"2021-08-08",1,3,2,5,2
441,441,441,1,"2022-08-07",4,2,4,3,5
442,442,442,2,"2021-01-21",3,2,5,3,2
443,443,443,2,"2022-12-04",3,4,5,4,5
444,444,444,1,"2019-05-23",4,4,3,2,1
445,445,445,2,"2020-12-31",4,3,4,4,4
446,446,446,2,"2019-11-21",2,5,1,5,4
447,447,447,1,"2019-02-26",5,5,1,5,5
448,448,448,5,"2020-03-25",5,1,5,5,3
449,449,449,5,"2020-05-06",4,2,4,1,2
450,450,450,4,"2021-04-06",4,1,2,1,3
451,451,451,2,"2019-09-02",1,3,2,2,5
452,452,452,5,"2023-11-21",5,4,2,2,3
453,453,453,2,"2023-01-01",2,5,2,2,3
454,454,454,4,"2022-02-12",1,4,2,3,2
455,455,455,4,"2020-07-17",3,3,2,2,1
456,456,456,5,"2021-01-22",5,4,3,1,1
457,457,457,5,"2019-04-20",2,3,4,1,1
458,458,458,4,"2020-07-19",5,2,3,5,3
459,459,459,5,"2023-04-22",1,3,3,1,5
460,460,460,5,"2020-01-27",2,2,2,1,5
461,461,461,2,"2022-02-23",4,3,3,3,1
462,462,462,1,"2020-09-09",1,5,3,1,1
463,463,463,2,"2020-08-10",4,5,4,2,3
464,464,464,5,"2022-01-06",1,2,5,1,3
465,465,465,4,"2019-07-27",3,5,2,3,4
466,466,466,5,"2022-02-10",1,3,2,2,3
467,467,467,2,"2020-01-29",4,4,2,3,1
468,468,468,4,"2019-04-28",3,4,4,5,1
469,469,469,5,"2019-03-13",2,1,4,5,2
470,470,470,4,"2020-01-18",5,1,3,5,3
471,471,471,1,"2020-06-27",4,4,3,2,5
472,472,472,1,"2024-02-04",1,1,3,3,1
473,473,473,5,"2019-05-24",1,2,5,5,3
474,474,474,3,"2019-11-05",4,1,5,5,3
475,475,475,5,"2023-04-22",4,4,4,3,1
476,476,476,5,"2023-05-06",2,4,1,2,1
477,477,477,3,"2022-09-19",2,2,1,3,3
478,478,478,2,"2022-12-22",3,2,2,3,4
479,479,479,4,"2019-03-02",4,2,3,4,4
480,480,480,5,"2023-07-21",5,5,5,1,5
481,481,481,1,"2019-07-04",1,2,4,2,5
482,482,482,5,"2023-05-01",4,2,2,4,3
483,483,483,1,"2024-01-05",5,3,3,1,3
484,484,484,5,"2022-02-27",1,1,1,3,4
485,485,485,4,"2021-02-02",5,5,4,5,2
486,486,486,3,"2019-03-26",1,1,3,5,4
487,487,487,1,"2020-10-01",4,1,1,4,5
488,488,488,3,"2022-07-11",4,5,1,3,4
489,489,489,1,"2019-04-21",2,1,4,4,5
490,490,490,2,"2021-04-09",1,1,4,3,5
491,491,491,2,"2019-08-10",3,1,2,4,3
492,492,492,3,"2020-09-02",3,1,2,5,3
493,493,493,5,"2021-09-01",4,4,5,2,4
494,494,494,4,"2019-09-20",2,4,2,2,2
495,495,495,1,"2022-12-20",1,1,5,1,3
496,496,496,1,"2021-02-19",4,3,3,4,2
497,497,497,3,"2019-07-26",2,5,4,3,4
498,498,498,4,"2022-06-01",1,3,4,5,4
499,499,499,2,"2021-09-15",3,5,5,3,2
500,500,500,3,"2023-04-28",1,4,3,4,1
501,501,501,1,"2021-08-25",5,3,3,4,4
502,502,502,2,"2021-11-16",1,5,4,1,3
503,503,503,3,"2020-10-15",4,1,1,2,4
504,504,504,4,"2021-02-02",3,5,2,1,1
505,505,505,1,"2020-07-31",4,5,4,1,1
506,506,506,4,"2021-08-04",5,3,3,1,5
507,507,507,1,"2019-11-29",4,5,1,1,4
508,508,508,5,"2023-01-24",2,3,5,2,2
509,509,509,1,"2023-09-26",3,3,2,4,4
510,510,510,4,"2020-01-30",3,5,3,3,1
511,511,511,2,"2020-08-05",2,1,4,4,5
512,512,512,2,"2019-09-26",1,3,5,3,3
513,513,513,1,"2022-07-07",4,3,1,3,5
514,514,514,2,"2021-12-02",3,5,4,5,5
515,515,515,4,"2021-01-08",4,1,1,1,4
516,516,516,2,"2023-10-29",2,4,1,4,2
517,517,517,4,"2022-11-29",4,1,2,1,5
518,518,518,3,"2022-12-19",5,3,4,5,1
519,519,519,2,"2022-08-23",3,5,3,3,3
520,520,520,1,"2021-12-27",5,3,1,1,1
521,521,521,1,"2022-01-02",2,5,2,3,2
522,522,522,1,"2019-07-26",2,4,5,2,5
523,523,523,2,"2022-07-16",4,1,2,2,2
524,524,524,4,"2023-10-13",1,1,5,3,4
525,525,525,5,"2023-01-02",2,5,3,3,5
526,526,526,5,"2020-09-05",1,4,3,3,2
527,527,527,3,"2021-02-15",1,1,3,4,2
528,528,528,1,"2019-12-30",1,4,1,5,3
529,529,529,5,"2023-01-27",1,3,3,3,5
530,530,530,1,"2019-05-18",1,2,3,4,5
531,531,531,5,"2022-11-30",3,5,1,5,1
532,532,532,4,"2021-08-06",3,2,3,2,4
533,533,533,4,"2023-09-08",1,3,2,2,3
534,534,534,5,"2024-01-02",1,1,3,4,4
